5_5_5	Makefile	/usr/local/qt/examples/biff/Makefile	DISPLAY	TEXT	makefile.png	
5_6	buttongroups	/usr/local/qt/examples/buttongroups	EXECUTE	EXE	example.png	
5_6_1	buttongroups.cpp	/usr/local/qt/examples/buttongroups/buttongroups.cpp	DISPLAY	TEXT	sources.png	
5_6_2	main.cpp	/usr/local/qt/examples/buttongroups/main.cpp	DISPLAY	TEXT	sources.png	
5_6_3	buttongroups.h	/usr/local/qt/examples/buttongroups/buttongroups.h	DISPLAY	TEXT	headers.png	
5_6_4	Makefile	/usr/local/qt/examples/buttongroups/Makefile	DISPLAY	TEXT	makefile.png	
5_7	canvas	/usr/local/qt/examples/canvas	EXECUTE	EXE	example.png	
5_7_1	blendshadow.cpp	/usr/local/qt/examples/canvas/blendshadow.cpp	DISPLAY	TEXT	sources.png	
5_7_2	canvas.cpp	/usr/local/qt/examples/canvas/canvas.cpp	DISPLAY	TEXT	sources.png	
5_7_3	main.cpp	/usr/local/qt/examples/canvas/main.cpp	DISPLAY	TEXT	sources.png	
5_7_4	makeimg.cpp	/usr/local/qt/examples/canvas/makeimg.cpp	DISPLAY	TEXT	sources.png	
5_7_5	canvas.h	/usr/local/qt/examples/canvas/canvas.h	DISPLAY	TEXT	headers.png	
5_7_6	Makefile	/usr/local/qt/examples/canvas/Makefile	DISPLAY	TEXT	makefile.png	
5_8	checklists	/usr/local/qt/examples/checklists	EXECUTE	EXE	example.png	
5_8_1	checklists.cpp	/usr/local/qt/examples/checklists/checklists.cpp	DISPLAY	TEXT	sources.png	
5_8_2	main.cpp	/usr/local/qt/examples/checklists/main.cpp	DISPLAY	TEXT	sources.png	
5_8_3	checklists.h	/usr/local/qt/examples/checklists/checklists.h	DISPLAY	TEXT	headers.png	
5_8_4	Makefile	/usr/local/qt/examples/checklists/Makefile	DISPLAY	TEXT	makefile.png	
5_9	cursor	/usr/local/qt/examples/cursor	EXECUTE	EXE	example.png	
5_9_1	cursor.cpp	/usr/local/qt/examples/cursor/cursor.cpp	DISPLAY	TEXT	sources.png	
5_9_2	Makefile	/usr/local/qt/examples/cursor/Makefile	DISPLAY	TEXT	makefile.png	
5_10	customlayout	/usr/local/qt/examples/customlayout	EXECUTE	EXE	example.png	
5_10_1	border.cpp	/usr/local/qt/examples/customlayout/border.cpp	DISPLAY	TEXT	sources.png	
5_10_2	card.cpp	/usr/local/qt/examples/customlayout/card.cpp	DISPLAY	TEXT	sources.png	
5_10_3	flow.cpp	/usr/local/qt/examples/customlayout/flow.cpp	DISPLAY	TEXT	sources.png	
5_10_4	main.cpp	/usr/local/qt/examples/customlayout/main.cpp	DISPLAY	TEXT	sources.png	
5_10_5	border.h	/usr/local/qt/examples/customlayout/border.h	DISPLAY	TEXT	headers.png	
5_10_6	card.h	/usr/local/qt/examples/customlayout/card.h	DISPLAY	TEXT	headers.png	
5_10_7	flow.h	/usr/local/qt/examples/customlayout/flow.h	DISPLAY	TEXT	headers.png	
5_10_8	Makefile	/usr/local/qt/examples/customlayout/Makefile	DISPLAY	TEXT	makefile.png	
5_11	dclock	/usr/local/qt/examples/dclock	EXECUTE	EXE	example.png	
5_11_1	dclock.cpp	/usr/local/qt/examples/dclock/dclock.cpp	DISPLAY	TEXT	sources.png	
5_11_2	main.cpp	/usr/local/qt/examples/dclock/main.cpp	DISPLAY	TEXT	sources.png	
5_11_3	dclock.h	/usr/local/qt/examples/dclock/dclock.h	DISPLAY	TEXT	headers.png	
5_11_4	Makefile	/usr/local/qt/examples/dclock/Makefile	DISPLAY	TEXT	makefile.png	
5_12	demo	/usr/local/qt/examples/demo	EXECUTE	EXE	example.png	
5_12_1	display.cpp	/usr/local/qt/examples/demo/display.cpp	DISPLAY	TEXT	sources.png	
5_12_2	frame.cpp	/usr/local/qt/examples/demo/frame.cpp	DISPLAY	TEXT	sources.png	
5_12_3	graph.cpp	/usr/local/qt/examples/demo/graph.cpp	DISPLAY	TEXT	sources.png	
5_12_4	main.cpp	/usr/local/qt/examples/demo/main.cpp	DISPLAY	TEXT	sources.png	
5_12_5	qthumbwheel.cpp	/usr/local/qt/examples/demo/qthumbwheel.cpp	DISPLAY	TEXT	sources.png	
5_12_6	display.h	/usr/local/qt/examples/demo/display.h	DISPLAY	TEXT	headers.png	
5_12_7	frame.h	/usr/local/qt/examples/demo/frame.h	DISPLAY	TEXT	headers.png	
5_12_8	graph.h	/usr/local/qt/examples/demo/graph.h	DISPLAY	TEXT	headers.png	
5_12_9	icons.h	/usr/local/qt/examples/demo/icons.h	DISPLAY	TEXT	headers.png	
5_12_10	qthumbwheel.h	/usr/local/qt/examples/demo/qthumbwheel.h	DISPLAY	TEXT	headers.png	
5_12_11	Makefile	/usr/local/qt/examples/demo/Makefile	DISPLAY	TEXT	makefile.png	
5_13	desktop	/usr/local/qt/examples/desktop	EXECUTE	EXE	example.png	
5_13_1	desktop.cpp	/usr/local/qt/examples/desktop/desktop.cpp	DISPLAY	TEXT	sources.png	
5_13_2	Makefile	/usr/local/qt/examples/desktop/Makefile	DISPLAY	TEXT	makefile.png	
5_14	dirview	/usr/local/qt/examples/dirview	EXECUTE	EXE	example.png	
5_14_1	dirview.cpp	/usr/local/qt/examples/dirview/dirview.cpp	DISPLAY	TEXT	sources.png	
5_14_2	main.cpp	/usr/local/qt/examples/dirview/main.cpp	DISPLAY	TEXT	sources.png	
5_14_3	dirview.h	/usr/local/qt/examples/dirview/dirview.h	DISPLAY	TEXT	headers.png	
5_14_4	Makefile	/usr/local/qt/examples/dirview/Makefile	DISPLAY	TEXT	makefile.png	
5_15	dragdrop	/usr/local/qt/examples/dragdrop	EXECUTE	EXE	example.png	
5_15_1	dropsite.cpp	/usr/local/qt/examples/dragdrop/dropsite.cpp	DISPLAY	TEXT	sources.png	
5_15_2	main.cpp	/usr/local/qt/examples/dragdrop/main.cpp	DISPLAY	TEXT	sources.png	
5_15_3	secret.cpp	/usr/local/qt/examples/dragdrop/secret.cpp	DISPLAY	TEXT	sources.png	
5_15_4	dropsite.h	/usr/local/qt/examples/dragdrop/dropsite.h	DISPLAY	TEXT	headers.png	
5_15_5	secret.h	/usr/local/qt/examples/dragdrop/secret.h	DISPLAY	TEXT	headers.png	
5_15_6	Makefile	/usr/local/qt/examples/dragdrop/Makefile	DISPLAY	TEXT	makefile.png	
5_16	drawdemo	/usr/local/qt/examples/drawdemo	EXECUTE	EXE	example.png	
5_16_1	drawdemo.cpp	/usr/local/qt/examples/drawdemo/drawdemo.cpp	DISPLAY	TEXT	sources.png	
5_16_2	Makefile	/usr/local/qt/examples/drawdemo/Makefile	DISPLAY	TEXT	makefile.png	
5_17	drawlines	/usr/local/qt/examples/drawlines	EXECUTE	EXE	example.png	
5_17_1	connect.cpp	/usr/local/qt/examples/drawlines/connect.cpp	DISPLAY	TEXT	sources.png	
5_17_2	Makefile	/usr/local/qt/examples/drawlines/Makefile	DISPLAY	TEXT	makefile.png	
5_18	fileiconview	/usr/local/qt/examples/fileiconview	EXECUTE	EXE	example.png	
5_18_1	main.cpp	/usr/local/qt/examples/fileiconview/main.cpp	DISPLAY	TEXT	sources.png	
5_18_2	mainwindow.cpp	/usr/local/qt/examples/fileiconview/mainwindow.cpp	DISPLAY	TEXT	sources.png	
5_18_3	qfileiconview.cpp	/usr/local/qt/examples/fileiconview/qfileiconview.cpp	DISPLAY	TEXT	sources.png	
5_18_4	mainwindow.h	/usr/local/qt/examples/fileiconview/mainwindow.h	DISPLAY	TEXT	headers.png	
5_18_5	qfileiconview.h	/usr/local/qt/examples/fileiconview/qfileiconview.h	DISPLAY	TEXT	headers.png	
5_18_6	Makefile	/usr/local/qt/examples/fileiconview/Makefile	DISPLAY	TEXT	makefile.png	
5_19	fonts	/usr/local/qt/examples/fonts	EXECUTE	EXE	example.png	
5_19_1	Makefile	/usr/local/qt/examples/fonts/Makefile	DISPLAY	TEXT	makefile.png	
5_20	forever	/usr/local/qt/examples/forever	EXECUTE	EXE	example.png	
5_20_1	forever.cpp	/usr/local/qt/examples/forever/forever.cpp	DISPLAY	TEXT	sources.png	
5_20_2	forever.h	/usr/local/qt/examples/forever/forever.h	DISPLAY	TEXT	headers.png	
5_20_3	Makefile	/usr/local/qt/examples/forever/Makefile	DISPLAY	TEXT	makefile.png	
5_21	gridview	/usr/local/qt/examples/gridview	EXECUTE	EXE	example.png	
5_21_1	gridview.cpp	/usr/local/qt/examples/gridview/gridview.cpp	DISPLAY	TEXT	sources.png	
5_21_2	Makefile	/usr/local/qt/examples/gridview/Makefile	DISPLAY	TEXT	makefile.png	
5_22	hello	/usr/local/qt/examples/hello	EXECUTE	EXE	example.png	
5_22_1	hello.cpp	/usr/local/qt/examples/hello/hello.cpp	DISPLAY	TEXT	sources.png	
5_22_2	main.cpp	/usr/local/qt/examples/hello/main.cpp	DISPLAY	TEXT	sources.png	
5_22_3	hello.h	/usr/local/qt/examples/hello/hello.h	DISPLAY	TEXT	headers.png	
5_22_4	Makefile	/usr/local/qt/examples/hello/Makefile	DISPLAY	TEXT	makefile.png	
5_23	helpviewer	/usr/local/qt/examples/helpviewer	EXECUTE	EXE	example.png	
5_23_1	helpwindow.cpp	/usr/local/qt/examples/helpviewer/helpwindow.cpp	DISPLAY	TEXT	sources.png	
5_23_2	main.cpp	/usr/local/qt/examples/helpviewer/main.cpp	DISPLAY	TEXT	sources.png	
5_23_3	helpwindow.h	/usr/local/qt/examples/helpviewer/helpwindow.h	DISPLAY	TEXT	headers.png	
5_23_4	Makefile	/usr/local/qt/examples/helpviewer/Makefile	DISPLAY	TEXT	makefile.png	
5_24	i18n	/usr/local/qt/examples/i18n	EXECUTE	EXE	example.png	
5_24_1	main.cpp	/usr/local/qt/examples/i18n/main.cpp	DISPLAY	TEXT	sources.png	
5_24_2	mywidget.cpp	/usr/local/qt/examples/i18n/mywidget.cpp	DISPLAY	TEXT	sources.png	
5_24_3	mywidget.h	/usr/local/qt/examples/i18n/mywidget.h	DISPLAY	TEXT	headers.png	
5_24_4	Makefile	/usr/local/qt/examples/i18n/Makefile	DISPLAY	TEXT	makefile.png	
5_25	iconview	/usr/local/qt/examples/iconview	EXECUTE	EXE	example.png	
5_25_1	main.cpp	/usr/local/qt/examples/iconview/main.cpp	DISPLAY	TEXT	sources.png	
5_25_2	Makefile	/usr/local/qt/examples/iconview/Makefile	DISPLAY	TEXT	makefile.png	
5_26	layout	/usr/local/qt/examples/layout	EXECUTE	EXE	example.png	
5_26_1	layout.cpp	/usr/local/qt/examples/layout/layout.cpp	DISPLAY	TEXT	sources.png	
5_26_2	Makefile	/usr/local/qt/examples/layout/Makefile	DISPLAY	TEXT	makefile.png	
5_27	life	/usr/local/qt/examples/life	EXECUTE	EXE	example.png	
5_27_1	life.cpp	/usr/local/qt/examples/life/life.cpp	DISPLAY	TEXT	sources.png	
5_27_2	lifedlg.cpp	/usr/local/qt/examples/life/lifedlg.cpp	DISPLAY	TEXT	sources.png	
5_27_3	main.cpp	/usr/local/qt/examples/life/main.cpp	DISPLAY	TEXT	sources.png	
5_27_4	patterns.cpp	/usr/local/qt/examples/life/patterns.cpp	DISPLAY	TEXT	sources.png	
5_27_5	life.h	/usr/local/qt/examples/life/life.h	DISPLAY	TEXT	headers.png	
5_27_6	lifedlg.h	/usr/local/qt/examples/life/lifedlg.h	DISPLAY	TEXT	headers.png	
5_27_7	Makefile	/usr/local/qt/examples/life/Makefile	DISPLAY	TEXT	makefile.png	
5_28	lineedits	/usr/local/qt/examples/lineedits	EXECUTE	EXE	example.png	
5_28_1	lineedits.cpp	/usr/local/qt/examples/lineedits/lineedits.cpp	DISPLAY	TEXT	sources.png	
5_28_2	main.cpp	/usr/local/qt/examples/lineedits/main.cpp	DISPLAY	TEXT	sources.png	
5_28_3	lineedits.h	/usr/local/qt/examples/lineedits/lineedits.h	DISPLAY	TEXT	headers.png	
5_28_4	Makefile	/usr/local/qt/examples/lineedits/Makefile	DISPLAY	TEXT	makefile.png	
5_29	listbox	/usr/local/qt/examples/listbox	EXECUTE	EXE	example.png	
5_29_1	listbox.cpp	/usr/local/qt/examples/listbox/listbox.cpp	DISPLAY	TEXT	sources.png	
5_29_2	main.cpp	/usr/local/qt/examples/listbox/main.cpp	DISPLAY	TEXT	sources.png	
5_29_3	listbox.h	/usr/local/qt/examples/listbox/listbox.h	DISPLAY	TEXT	headers.png	
5_29_4	Makefile	/usr/local/qt/examples/listbox/Makefile	DISPLAY	TEXT	makefile.png	
5_30	listboxcombo	/usr/local/qt/examples/listboxcombo	EXECUTE	EXE	example.png	
5_30_1	listboxcombo.cpp	/usr/local/qt/examples/listboxcombo/listboxcombo.cpp	DISPLAY	TEXT	sources.png	
5_30_2	main.cpp	/usr/local/qt/examples/listboxcombo/main.cpp	DISPLAY	TEXT	sources.png	
5_30_3	listboxcombo.h	/usr/local/qt/examples/listboxcombo/listboxcombo.h	DISPLAY	TEXT	headers.png	
5_30_4	Makefile	/usr/local/qt/examples/listboxcombo/Makefile	DISPLAY	TEXT	makefile.png	
5_31	listviews	/usr/local/qt/examples/listviews	EXECUTE	EXE	example.png	
5_31_1	listviews.cpp	/usr/local/qt/examples/listviews/listviews.cpp	DISPLAY	TEXT	sources.png	
5_31_2	main.cpp	/usr/local/qt/examples/listviews/main.cpp	DISPLAY	TEXT	sources.png	
5_31_3	listviews.h	/usr/local/qt/examples/listviews/listviews.h	DISPLAY	TEXT	headers.png	
5_31_4	Makefile	/usr/local/qt/examples/listviews/Makefile	DISPLAY	TEXT	makefile.png	
5_32	mdi	/usr/local/qt/examples/mdi	EXECUTE	EXE	example.png	
5_32_1	application.cpp	/usr/local/qt/examples/mdi/application.cpp	DISPLAY	TEXT	sources.png	
5_32_2	main.cpp	/usr/local/qt/examples/mdi/main.cpp	DISPLAY	TEXT	sources.png	
5_32_3	application.h	/usr/local/qt/examples/mdi/application.h	DISPLAY	TEXT	headers.png	
5_32_4	Makefile	/usr/local/qt/examples/mdi/Makefile	DISPLAY	TEXT	makefile.png	
5_33	menu	/usr/local/qt/examples/menu	EXECUTE	EXE	example.png	
5_33_1	menu.cpp	/usr/local/qt/examples/menu/menu.cpp	DISPLAY	TEXT	sources.png	
5_33_2	menu.h	/usr/local/qt/examples/menu/menu.h	DISPLAY	TEXT	headers.png	
5_33_3	Makefile	/usr/local/qt/examples/menu/Makefile	DISPLAY	TEXT	makefile.png	
5_34	movies	/usr/local/qt/examples/movies	EXECUTE	EXE	example.png	
5_34_1	main.cpp	/usr/local/qt/examples/movies/main.cpp	DISPLAY	TEXT	sources.png	
5_34_2	Makefile	/usr/local/qt/examples/movies/Makefile	DISPLAY	TEXT	makefile.png	
5_35	network	/usr/local/qt/examples/network	EXECUTE	EXE	example.png	
5_36	opengl	/usr/local/qt/examples/opengl	EXECUTE	EXE	example.png	
5_37	picture	/usr/local/qt/examples/picture	EXECUTE	EXE	example.png	
5_37_1	picture.cpp	/usr/local/qt/examples/picture/picture.cpp	DISPLAY	TEXT	sources.png	
5_37_2	Makefile	/usr/local/qt/examples/picture/Makefile	DISPLAY	TEXT	makefile.png	
5_38	popup	/usr/local/qt/examples/popup	EXECUTE	EXE	example.png	
5_38_1	popup.cpp	/usr/local/qt/examples/popup/popup.cpp	DISPLAY	TEXT	sources.png	
5_38_2	popup.h	/usr/local/qt/examples/popup/popup.h	DISPLAY	TEXT	headers.png	
5_38_3	Makefile	/usr/local/qt/examples/popup/Makefile	DISPLAY	TEXT	makefile.png	
5_39	process	/usr/local/qt/examples/process	EXECUTE	EXE	example.png	
5_39_1	process.cpp	/usr/local/qt/examples/process/process.cpp	DISPLAY	TEXT	sources.png	
5_39_2	Makefile	/usr/local/qt/examples/process/Makefile	DISPLAY	TEXT	makefile.png	
5_40	progress	/usr/local/qt/examples/progress	EXECUTE	EXE	example.png	
5_40_1	progress.cpp	/usr/local/qt/examples/progress/progress.cpp	DISPLAY	TEXT	sources.png	
5_40_2	Makefile	/usr/local/qt/examples/progress/Makefile	DISPLAY	TEXT	makefile.png	
5_41	progressbar	/usr/local/qt/examples/progressbar	EXECUTE	EXE	example.png	
5_41_1	main.cpp	/usr/local/qt/examples/progressbar/main.cpp	DISPLAY	TEXT	sources.png	
5_41_2	progressbar.cpp	/usr/local/qt/examples/progressbar/progressbar.cpp	DISPLAY	TEXT	sources.png	
5_41_3	progressbar.h	/usr/local/qt/examples/progressbar/progressbar.h	DISPLAY	TEXT	headers.png	
5_41_4	Makefile	/usr/local/qt/examples/progressbar/Makefile	DISPLAY	TEXT	makefile.png	
5_42	qdir	/usr/local/qt/examples/qdir	EXECUTE	EXE	example.png	
5_42_1	qdir.cpp	/usr/local/qt/examples/qdir/qdir.cpp	DISPLAY	TEXT	sources.png	
5_42_2	qdir.h	/usr/local/qt/examples/qdir/qdir.h	DISPLAY	TEXT	headers.png	
5_42_3	Makefile	/usr/local/qt/examples/qdir/Makefile	DISPLAY	TEXT	makefile.png	
5_43	qfd	/usr/local/qt/examples/qfd	EXECUTE	EXE	example.png	
5_43_1	fontdisplayer.cpp	/usr/local/qt/examples/qfd/fontdisplayer.cpp	DISPLAY	TEXT	sources.png	
5_43_2	qfd.cpp	/usr/local/qt/examples/qfd/qfd.cpp	DISPLAY	TEXT	sources.png	
5_43_3	fontdisplayer.h	/usr/local/qt/examples/qfd/fontdisplayer.h	DISPLAY	TEXT	headers.png	
5_43_4	Makefile	/usr/local/qt/examples/qfd/Makefile	DISPLAY	TEXT	makefile.png	
5_44	qmag	/usr/local/qt/examples/qmag	EXECUTE	EXE	example.png	
5_44_1	qmag.cpp	/usr/local/qt/examples/qmag/qmag.cpp	DISPLAY	TEXT	sources.png	
5_44_2	Makefile	/usr/local/qt/examples/qmag/Makefile	DISPLAY	TEXT	makefile.png	
5_45	qtl	/usr/local/qt/examples/qtl	EXECUTE	EXE	example.png	
5_45_1	qvaluelistiterator.cpp	/usr/local/qt/examples/qtl/qvaluelistiterator.cpp	DISPLAY	TEXT	sources.png	
5_45_2	Makefile	/usr/local/qt/examples/qtl/Makefile	DISPLAY	TEXT	makefile.png	
5_46	qwerty	/usr/local/qt/examples/qwerty	EXECUTE	EXE	example.png	
5_46_1	main.cpp	/usr/local/qt/examples/qwerty/main.cpp	DISPLAY	TEXT	sources.png	
5_46_2	qwerty.cpp	/usr/local/qt/examples/qwerty/qwerty.cpp	DISPLAY	TEXT	sources.png	
5_46_3	qwerty.h	/usr/local/qt/examples/qwerty/qwerty.h	DISPLAY	TEXT	headers.png	
5_46_4	Makefile	/usr/local/qt/examples/qwerty/Makefile	DISPLAY	TEXT	makefile.png	
5_47	rangecontrols	/usr/local/qt/examples/rangecontrols	EXECUTE	EXE	example.png	
5_47_1	main.cpp	/usr/local/qt/examples/rangecontrols/main.cpp	DISPLAY	TEXT	sources.png	
5_47_2	rangecontrols.cpp	/usr/local/qt/examples/rangecontrols/rangecontrols.cpp	DISPLAY	TEXT	sources.png	
5_47_3	rangecontrols.h	/usr/local/qt/examples/rangecontrols/rangecontrols.h	DISPLAY	TEXT	headers.png	
5_47_4	Makefile	/usr/local/qt/examples/rangecontrols/Makefile	DISPLAY	TEXT	makefile.png	
5_48	richtext	/usr/local/qt/examples/richtext	EXECUTE	EXE	example.png	
5_48_1	main.cpp	/usr/local/qt/examples/richtext/main.cpp	DISPLAY	TEXT	sources.png	
5_48_2	richtext.cpp	/usr/local/qt/examples/richtext/richtext.cpp	DISPLAY	TEXT	sources.png	
5_48_3	richtext.h	/usr/local/qt/examples/richtext/richtext.h	DISPLAY	TEXT	headers.png	
5_48_4	Makefile	/usr/local/qt/examples/richtext/Makefile	DISPLAY	TEXT	makefile.png	
5_49	rot13	/usr/local/qt/examples/rot13	EXECUTE	EXE	example.png	
5_49_1	rot13.cpp	/usr/local/qt/examples/rot13/rot13.cpp	DISPLAY	TEXT	sources.png	
5_49_2	rot13.h	/usr/local/qt/examples/rot13/rot13.h	DISPLAY	TEXT	headers.png	
5_49_3	Makefile	/usr/local/qt/examples/rot13/Makefile	DISPLAY	TEXT	makefile.png	
5_50	scribble	/usr/local/qt/examples/scribble	EXECUTE	EXE	example.png	
5_50_1	main.cpp	/usr/local/qt/examples/scribble/main.cpp	DISPLAY	TEXT	sources.png	
5_50_2	scribble.cpp	/usr/local/qt/examples/scribble/scribble.cpp	DISPLAY	TEXT	sources.png	
5_50_3	scribble.h	/usr/local/qt/examples/scribble/scribble.h	DISPLAY	TEXT	headers.png	
5_50_4	Makefile	/usr/local/qt/examples/scribble/Makefile	DISPLAY	TEXT	makefile.png	
5_51	scrollview	/usr/local/qt/examples/scrollview	EXECUTE	EXE	example.png	
5_51_1	scrollview.cpp	/usr/local/qt/examples/scrollview/scrollview.cpp	DISPLAY	TEXT	sources.png	
5_51_2	Makefile	/usr/local/qt/examples/scrollview/Makefile	DISPLAY	TEXT	makefile.png	
5_52	showimg	/usr/local/qt/examples/showimg	EXECUTE	EXE	example.png	
5_52_1	imagefip.cpp	/usr/local/qt/examples/showimg/imagefip.cpp	DISPLAY	TEXT	sources.png	
5_52_2	imagetexteditor.cpp	/usr/local/qt/examples/showimg/imagetexteditor.cpp	DISPLAY	TEXT	sources.png	
5_52_3	main.cpp	/usr/local/qt/examples/showimg/main.cpp	DISPLAY	TEXT	sources.png	
5_52_4	showimg.cpp	/usr/local/qt/examples/showimg/showimg.cpp	DISPLAY	TEXT	sources.png	
5_52_5	imagefip.h	/usr/local/qt/examples/showimg/imagefip.h	DISPLAY	TEXT	headers.png	
5_52_6	imagetexteditor.h	/usr/local/qt/examples/showimg/imagetexteditor.h	DISPLAY	TEXT	headers.png	
5_52_7	showimg.h	/usr/local/qt/examples/showimg/showimg.h	DISPLAY	TEXT	headers.png	
5_52_8	Makefile	/usr/local/qt/examples/showimg/Makefile	DISPLAY	TEXT	makefile.png	
5_53	sound	/usr/local/qt/examples/sound	EXECUTE	EXE	example.png	
5_53_1	sound.cpp	/usr/local/qt/examples/sound/sound.cpp	DISPLAY	TEXT	sources.png	
5_53_2	sound.h	/usr/local/qt/examples/sound/sound.h	DISPLAY	TEXT	headers.png	
5_53_3	Makefile	/usr/local/qt/examples/sound/Makefile	DISPLAY	TEXT	makefile.png	
5_54	splitter	/usr/local/qt/examples/splitter	EXECUTE	EXE	example.png	
5_54_1	splitter.cpp	/usr/local/qt/examples/splitter/splitter.cpp	DISPLAY	TEXT	sources.png	
5_54_2	Makefile	/usr/local/qt/examples/splitter/Makefile	DISPLAY	TEXT	makefile.png	
5_55	sql	/usr/local/qt/examples/sql	EXECUTE	EXE	example.png	
5_55_1	Makefile	/usr/local/qt/examples/sql/Makefile	DISPLAY	TEXT	makefile.png	
5_56	tabdialog	/usr/local/qt/examples/tabdialog	EXECUTE	EXE	example.png	
5_56_1	main.cpp	/usr/local/qt/examples/tabdialog/main.cpp	DISPLAY	TEXT	sources.png	
5_56_2	tabdialog.cpp	/usr/local/qt/examples/tabdialog/tabdialog.cpp	DISPLAY	TEXT	sources.png	
5_56_3	tabdialog.h	/usr/local/qt/examples/tabdialog/tabdialog.h	DISPLAY	TEXT	headers.png	
5_56_4	Makefile	/usr/local/qt/examples/tabdialog/Makefile	DISPLAY	TEXT	makefile.png	
5_57	table	/usr/local/qt/examples/table	EXECUTE	EXE	example.png	
5_58	tablet	/usr/local/qt/examples/tablet	EXECUTE	EXE	example.png	
5_58_1	canvas.cpp	/usr/local/qt/examples/tablet/canvas.cpp	DISPLAY	TEXT	sources.png	
5_58_2	main.cpp	/usr/local/qt/examples/tablet/main.cpp	DISPLAY	TEXT	sources.png	
5_58_3	scribble.cpp	/usr/local/qt/examples/tablet/scribble.cpp	DISPLAY	TEXT	sources.png	
5_58_4	tabletstats.cpp	/usr/local/qt/examples/tablet/tabletstats.cpp	DISPLAY	TEXT	sources.png	
5_58_5	canvas.h	/usr/local/qt/examples/tablet/canvas.h	DISPLAY	TEXT	headers.png	
5_58_6	scribble.h	/usr/local/qt/examples/tablet/scribble.h	DISPLAY	TEXT	headers.png	
5_58_7	tabletstats.h	/usr/local/qt/examples/tablet/tabletstats.h	DISPLAY	TEXT	headers.png	
5_58_8	Makefile	/usr/local/qt/examples/tablet/Makefile	DISPLAY	TEXT	makefile.png	
5_59	tetrix	/usr/local/qt/examples/tetrix	EXECUTE	EXE	example.png	
5_59_1	gtetrix.cpp	/usr/local/qt/examples/tetrix/gtetrix.cpp	DISPLAY	TEXT	sources.png	
5_59_2	qdragapp.cpp	/usr/local/qt/examples/tetrix/qdragapp.cpp	DISPLAY	TEXT	sources.png	
5_59_3	qtetrix.cpp	/usr/local/qt/examples/tetrix/qtetrix.cpp	DISPLAY	TEXT	sources.png	
